index,word,count,vec_len,cos_avg
4941,opposed,117898,1.2241596,0.38373405
3348,sex,117859,1.1867996,0.2723688
4713,factory,117792,1.0521313,0.34042677
3173,holding,117691,1.0996746,0.29123178
4564,hills,117682,1.105012,0.3644301
5133,tropical,117286,1.2265301,0.3870694
3971,ways,117239,1.2668744,0.30190557
4292,setting,117118,1.2195351,0.3033342
3043,matter,117052,1.2466189,0.26398632
4852,increasing,116970,1.113346,0.408512
4207,shared,116926,1.197476,0.32529625
5097,applications,116885,1.1783392,0.3853908
4409,guns,116744,1.1345389,0.36951223
5062,broadcasting,116316,1.1309646,0.3780041
4605,bowl,116287,1.2732962,0.33735475
5036,treaty,116156,1.2202454,0.36172736
4316,vehicle,115819,1.083216,0.35802794
2919,bad,115759,1.066294,0.26367253
4812,investigation,115689,1.114936,0.38217124
3889,steve,115597,1.0231884,0.37051904
4284,quarter,115491,1.2653998,0.29098707
2619,someone,115464,1.0662584,0.30541617
4602,greatest,115078,1.1673465,0.3689377
4794,northeast,115055,1.0837605,0.39650318
4465,sunday,114985,1.1605064,0.34078658
4888,launch,114964,1.1839087,0.343453
4267,wilson,114950,0.9391303,0.3815875
3786,beat,114888,1.2190242,0.2594215
4349,fiction,114825,1.1391559,0.340679
5269,locations,114764,1.101164,0.41652936
5100,incorporated,114748,1.2105472,0.36151305
5069,establishment,114682,1.1636559,0.3544821
4919,specifically,114658,1.1032525,0.34496886
4835,studios,114614,1.1618071,0.37261152
2994,stay,114603,1.0397881,0.30026725
3681,walls,114559,1.1104661,0.35697645
4991,converted,114513,1.2510787,0.3731803
4882,weekly,114418,1.1335061,0.35709235
4730,programming,114374,1.1216301,0.36384118
4972,functions,114273,1.1617557,0.40447766
4566,ending,114205,1.2230635,0.33461037
3817,daniel,114164,0.9785873,0.36126253
4111,animal,114105,1.1112707,0.3194344
4300,arthur,114048,1.030592,0.36995348
3960,bob,114046,1.1376312,0.3106754
4436,reasons,113924,1.307828,0.34161434
4944,architect,113883,1.1936702,0.3813511
4557,francis,113873,1.1184505,0.38163254
4735,criminal,113775,1.1357555,0.37163973
3958,jim,113762,1.072593,0.34691373
5090,structures,113736,1.0922061,0.42667508
4956,metropolitan,113631,1.2288619,0.3494481
4767,identity,113561,1.1885327,0.34723216
3214,meant,113540,1.156156,0.30194727
5540,constituency,113433,1.2299463,0.36671215
4879,bureau,113405,1.2919123,0.3280969
4650,condition,113378,1.2083441,0.31786963
5231,churches,113374,1.1700804,0.41571486
4806,communications,113286,1.0922412,0.36883962
4975,developing,113204,1.1261345,0.4042004
5050,represent,113200,1.1996199,0.38837516
4340,determined,113086,1.1345725,0.3638081
5201,contributed,113071,1.1931261,0.39790243
5052,representing,113041,1.195938,0.38205183
4996,bands,113024,1.1881928,0.36174372
3031,onto,112982,1.1548454,0.29798606
4831,pope,112943,1.3010048,0.36069316
4598,existence,112926,1.2001295,0.36023262
4925,roads,112864,1.1624863,0.37075707
4109,pieces,112806,1.1343002,0.3417996
2292,let,112654,1.1670954,0.25849503
4613,speech,112598,1.1901907,0.3232426
5029,funds,112526,1.1389747,0.38690513
3967,contact,112390,1.1983273,0.27859437
3186,km²,112275,1.3956602,0.34491214
3621,slightly,112195,1.0390608,0.35534805
4880,cape,112185,1.3560463,0.32573542
4693,centuries,112173,1.2926685,0.35886678
4088,begin,112156,1.124323,0.33776596
3160,question,112133,1.1724209,0.28960934
4684,mobile,111951,1.1527125,0.3233151
3748,wild,111942,1.1421368,0.29768714
5218,refers,111920,1.2482316,0.40380442
5173,derived,111794,1.147925,0.40842417
4681,aid,111751,1.2598665,0.31006905
4671,express,111750,1.2553647,0.32211268
4971,mill,111556,1.1934265,0.31872582
3321,bass,111541,1.1693587,0.3159128
5049,contest,111493,1.1933562,0.3370213
4515,ends,111462,1.2431552,0.35340706
4591,qualified,111449,1.2546393,0.35754088
4099,enemy,111382,1.1153513,0.35151792
4202,taylor,111317,0.9828742,0.34294364
4820,containing,111193,1.1092752,0.3856187
4434,connection,111135,1.1038022,0.32935724
4843,wrestling,111055,1.2094334,0.359671
5033,canal,111032,1.2200638,0.34457186
4080,andrew,110903,1.0138402,0.3733086
4640,publishing,110871,1.1494961,0.38186744
4208,focused,110784,1.0791066,0.3633229
5222,wins,110774,1.2637024,0.39429846
5188,athletic,110636,1.216026,0.36103964
5158,occurs,110565,1.1619916,0.40351632
4405,pilot,110506,1.168399,0.29938442
4678,rare,110496,1.1991478,0.32445115
3635,weight,110474,1.2364794,0.2976982
3814,maria,110226,1.0966134,0.35230866
3420,corner,110201,1.1905081,0.29035184
4953,regarding,110132,1.0673481,0.38306043
3221,glass,110131,1.0574943,0.27592376
3940,pair,109992,1.1630378,0.3136206
4984,circuit,109903,1.3088063,0.30731782
2725,doing,109833,1.0465384,0.29832658
5105,influenced,109670,1.1658026,0.3967966
2522,co,109664,1.1647079,0.25631177
5512,composition,109630,1.1909888,0.3678725
5523,publications,109581,1.0983434,0.41274643
4778,invited,109540,1.1741724,0.38420478
4049,boat,109519,1.0985385,0.3222611
4339,write,109489,1.1508089,0.35710734
4255,weapons,109485,1.061326,0.37130386
4563,core,109440,1.1840049,0.28804773
4898,writers,109279,1.0992283,0.40695107
4320,faced,109276,1.1956351,0.34114122
4816,electronic,109262,1.1773398,0.37589407
2228,think,109149,1.02754,0.29496208
2903,believe,109128,1.1084763,0.3269786
5147,successfully,108991,1.1618531,0.3858664
3992,engineer,108984,1.1323283,0.37125266
4482,davis,108805,1.0793457,0.3667422
4704,abandoned,108798,1.1260813,0.37343094
5111,kansas,108758,1.162838,0.406208
3233,stand,108635,1.1613871,0.26883247
4211,entrance,108512,1.1475415,0.32810155
5135,minnesota,108441,1.1218117,0.4099424
2339,why,108376,1.1146435,0.2427048
5161,educated,108370,1.2520459,0.38191605
3612,wind,108305,1.2081423,0.2743071
4019,escape,108293,1.155481,0.3291974
4653,display,108193,1.1703023,0.34658587
4916,mexican,108138,1.1131485,0.3859959
5347,candidates,108133,1.1982105,0.39482024
4458,passing,108119,1.2596344,0.31160027
4376,twelve,107987,0.9999945,0.38096556
4943,southwest,107917,1.1174395,0.40293014
4175,count,107912,1.294985,0.27084914
3684,heat,107883,1.1482456,0.3015491
4578,height,107847,1.2213091,0.34275463
5055,birds,107833,1.0794199,0.38025415
5046,norwegian,107832,1.1302553,0.3940046
5131,finishing,107813,1.2155952,0.37174284
4628,passenger,107735,1.1261704,0.34990075
4539,target,107718,1.1929623,0.30150786
4858,finds,107670,1.1259485,0.40487328
3809,serious,107660,1.0648683,0.33654007
5115,scheduled,107540,1.2063168,0.3646257
4928,proved,107498,1.2082611,0.3717779
4841,americans,107497,1.1793623,0.39623514
4373,rear,107379,1.219428,0.3060552
4793,aged,107299,1.3093185,0.3282974
3931,page,107289,1.1728814,0.28423715
5002,survey,107259,1.1477342,0.35507807
4970,chapel,107194,1.1397253,0.36192653
5040,cathedral,107091,1.2110617,0.37101287
2498,nothing,107067,1.1076818,0.26240084
5328,views,106983,1.2017945,0.37405795
4915,lands,106897,1.1630373,0.36678022
3102,kill,106848,1.0639532,0.31168622
4094,scale,106829,1.275701,0.2746593
3061,standing,106815,1.1263583,0.2641065
5290,reform,106788,1.2064855,0.3599459
2646,toward,106758,1.101504,0.29138404
4912,sought,106717,1.1628097,0.3861655
5197,importance,106682,1.1901304,0.3868442
4893,artillery,106654,1.1423211,0.38548544
5321,dynasty,106614,1.1748453,0.35363808
5034,sr,106612,1.2691984,0.3522614
4989,selection,106585,1.2145599,0.3255868
3243,quite,106570,1.1041641,0.30317056
4543,composer,106557,1.1581124,0.42221537
5093,tennis,106530,1.1656955,0.3466749
4287,carry,106385,1.1481353,0.3363879
5237,agriculture,106312,1.097971,0.41332978
4808,violence,106291,1.0762395,0.39283088
4860,temperature,106287,1.2200606,0.37710738
4924,moscow,106283,1.1273831,0.40676293
4945,failure,106279,1.2041355,0.36921242
5088,nfl,106275,1.195419,0.3937311
4449,orders,106196,1.2263657,0.3304944
2841,herself,106123,1.216412,0.2810228
6327,external,106015,1.2292193,0.3903413
4399,finals,105984,1.1465313,0.35784686
4940,melbourne,105983,1.0946776,0.39051688
4729,cambridge,105914,1.1183941,0.38120794
4838,contained,105669,1.1252869,0.3755015
5258,occur,105656,1.1673577,0.41678458
3682,piano,105520,1.0987601,0.35589945
4807,communication,105518,1.0668143,0.35989124
5103,ceremony,105426,1.1604344,0.35946122
4600,heavily,105392,1.1166533,0.3715412
5087,manchester,105349,1.0606773,0.41870826
5181,jews,105310,1.2001753,0.41066575
5284,missouri,105300,1.1090344,0.40657693
4234,christmas,105254,1.1932788,0.33249956
2657,heard,105194,1.1168003,0.2961613
5109,decades,105135,1.2010906,0.38175294
3442,straight,104983,1.1925104,0.26582703
4003,card,104963,1.2032664,0.29741484
5145,institution,104921,1.1509494,0.36780325
4988,journalist,104876,1.0498648,0.42156997
5014,homes,104862,1.1350936,0.3754391
5414,loan,104823,1.2988837,0.33217344
5152,muslim,104763,1.144503,0.40059838
3634,hundred,104733,1.2357255,0.31162632
5228,expressed,104709,1.1518153,0.4011388
4784,ideas,104405,1.0498029,0.39173788
4955,introduction,104398,1.18742,0.36638066
2667,trying,104370,1.0103755,0.33655232
5043,incident,104354,1.1386812,0.34792462
3802,et,104323,1.249338,0.3254622
4330,bell,104304,1.1814214,0.26782876
2428,really,104226,0.9536904,0.28071374
4864,inhabitants,104197,1.13102,0.37669525
4285,reaching,104157,1.1759851,0.36147
5224,maintained,104125,1.1571704,0.4001671
4742,signal,104125,1.1549464,0.32487905
5155,producing,104118,1.1058562,0.39996058
5274,invasion,104088,1.2084849,0.3753929
5012,resistance,104075,1.2230761,0.32740113
5096,sale,104059,1.2296065,0.34423703
5083,advance,104055,1.2545775,0.3199964
5803,ncaa,104048,1.2661737,0.38866955
4762,fuel,104028,1.1796806,0.3411744
4802,poet,103898,1.0684054,0.4093196
4138,rich,103871,1.1959988,0.29112145
4495,opportunity,103812,1.1587107,0.34245571
5680,conservation,103799,1.2177787,0.3771012
4338,shape,103775,1.1576793,0.31900248
5242,indiana,103725,1.1075011,0.39455274
5072,chemical,103604,1.1200334,0.3793042
5022,patients,103505,1.1077603,0.3996328
4827,fashion,103411,1.1774994,0.29311654
5211,investment,103336,1.1288171,0.38226348
5185,sri,103259,1.3186983,0.39193603
5352,courses,103201,1.1518813,0.38302273
5068,registered,103174,1.281619,0.34551743
4047,protect,103162,1.0530931,0.38609087
5120,norway,103050,1.1388243,0.41870236
2568,mind,102980,1.1212822,0.2415759
4412,roof,102945,1.1663773,0.34890783
3147,cold,102904,1.0899502,0.2783744
4839,exist,102725,1.1844213,0.38004816
5137,philippines,102663,1.2432898,0.39765206
4978,hits,102619,1.1849216,0.36724502
5013,motor,102492,1.234451,0.33195245
4367,motion,102491,1.2366018,0.30056137
5486,consecutive,102451,1.1983643,0.38015875
3582,follow,102421,1.1057634,0.31957948
5148,vietnam,102363,1.1852306,0.3959399
5336,colonial,102352,1.1463064,0.36942992
5166,budget,102335,1.2235978,0.3459013
4455,calls,102234,1.1543158,0.35611847
4298,possibly,102220,1.0850718,0.32491022
5314,merged,102202,1.180674,0.38651267
4327,colonel,102174,1.0360832,0.3716052
5235,passes,102128,1.2350003,0.3672226
4459,stephen,102101,1.0848985,0.38200763
5021,comic,102043,1.2052811,0.35073897
4201,laid,102042,1.2512378,0.32895425
5326,promote,102021,1.1156203,0.4230448
3383,perhaps,102010,1.0601975,0.31081784
5272,historian,101993,1.1546903,0.41718102
5331,extension,101972,1.2150089,0.34511656
4572,lewis,101959,1.0990527,0.35728696
3714,broken,101952,1.1342231,0.31117246
5386,partnership,101947,1.1440403,0.3690696
4116,tony,101929,1.0567662,0.35139206
5117,engaged,101689,1.2273018,0.34923676
5298,tennessee,101627,1.1317885,0.40448007
4574,chamber,101623,1.218324,0.31003147
4468,avoid,101571,1.1712734,0.39214987
4876,closely,101456,1.2184961,0.35791305
5182,distinguished,101388,1.2141577,0.36405507
5171,typical,101330,1.1416783,0.3363685
4813,skills,101283,1.0946982,0.37623334
3067,mine,101247,1.1866956,0.23512916
5198,users,101244,1.1311198,0.40751922
3898,screen,101231,1.1991235,0.29654017
4302,harry,101192,1.013069,0.36150476
5246,dates,101133,1.2428863,0.35218704
5320,causes,101119,1.2745198,0.38006333
5039,residence,101093,1.1581986,0.34126905
5444,voted,101091,1.3356998,0.37880492
4078,des,100893,1.257989,0.32332706
4656,earl,100853,1.2356647,0.34637725
5086,hired,100849,1.1852652,0.37759578
5077,portuguese,100848,1.1186414,0.39465317
5169,colorado,100837,1.0832214,0.3982901
5067,collected,100762,1.2140752,0.37323377
5019,scenes,100742,1.1944778,0.37861386
5398,consisting,100711,1.2003165,0.3780063
5126,employees,100631,1.0853235,0.40677497
4977,turkey,100580,1.1645149,0.36028808
5085,banks,100578,1.2397273,0.33947438
4498,entirely,100570,1.1238885,0.35629112
4446,trail,100539,1.1927203,0.3032642
4823,singing,100407,1.0998021,0.36971864
5241,joining,100382,1.1923354,0.36685658
5116,downtown,100337,1.1565542,0.3647187
5295,resigned,100301,1.249457,0.37998712
4534,streets,100217,1.1671436,0.36240235
4997,negative,100201,1.2143674,0.31265163
4738,trained,100019,1.2000928,0.3646425
5209,engines,100000,1.158363,0.41054162
5107,visual,99990,1.1578392,0.3371767
4627,starts,99881,1.1314994,0.3824901
4966,dvd,99862,1.232273,0.36798218
5098,junction,99818,1.1712072,0.36862215
5546,notably,99793,1.1419196,0.40129495
4748,ad,99792,1.2288295,0.26844496
5301,improved,99775,1.144254,0.39241996
5534,universities,99767,1.2107474,0.41944757
3046,try,99666,1.1220367,0.30216017
4834,flow,99634,1.1262022,0.33472064
4962,gene,99538,1.2466929,0.34426203
4633,weather,99530,1.2417359,0.3058336
4607,enter,99479,1.147765,0.34128317
5335,improve,99457,1.1350268,0.44255248
5240,regarded,99114,1.1308161,0.4233923
5300,values,99077,1.2087024,0.3777763
5361,installed,99076,1.2044818,0.39843273
5275,argued,99005,1.1328,0.42164087
2893,getting,98866,1.0461717,0.32107925
4751,details,98843,1.1203734,0.3482647
3861,picture,98759,1.1658449,0.29652998
4811,ford,98756,1.1932458,0.32357702
5322,queensland,98648,1.1698675,0.38038957
6552,habitat,98485,1.2329589,0.36501023
4861,statement,98414,1.1162599,0.37211463
5020,equal,98413,1.3062246,0.30987766
5159,observed,98401,1.1215048,0.3872249
5374,maryland,98398,1.14109,0.40573716
5323,establish,98373,1.065829,0.4351934
4829,ward,98325,1.2163736,0.29670197
3828,save,98318,1.2196273,0.30040413
4230,bodies,98256,1.1488292,0.35409075
4189,fair,98246,1.2437695,0.26645967
4708,task,98157,1.2144796,0.3221839
6482,athletics,98128,1.2829323,0.38668692
5517,stating,98069,1.1266158,0.4265733
5265,paintings,98056,1.0828662,0.4271759
5324,stores,97940,1.1478415,0.38347247
5461,techniques,97937,1.061296,0.4246228
4773,web,97918,1.192554,0.30648443
5101,neighborhood,97907,1.1047895,0.37074018
4905,attorney,97790,1.2187606,0.38158265
4288,killing,97744,1.157269,0.35007095
5392,oregon,97734,1.143553,0.4079358
3242,chair,97563,1.0937626,0.30374312
5066,seventh,97537,1.0581663,0.43105817
5210,flag,97477,1.2980298,0.30728054
5678,additionally,97442,1.049558,0.4275771
2123,don,97420,1.1227154,0.2585564
3239,eye,97390,1.1960691,0.25896376
5471,mining,97365,1.0997162,0.38271603
5334,arizona,97307,1.1144389,0.41347307
5366,costs,97263,1.2491832,0.38213545
5089,teachers,97250,1.1154015,0.39585924
5566,compete,97221,1.1941037,0.39444035
3997,strength,97160,1.1157526,0.31725287
5502,organisation,97155,1.1635116,0.38609007
5516,adjacent,97053,1.1130496,0.39462656
3962,spot,97034,1.1730353,0.2768072
3944,evening,96929,1.105651,0.3292285
5515,amateur,96926,1.198095,0.34585306
3246,hope,96883,1.1169003,0.2738125
5768,parliamentary,96867,1.2498126,0.3913426
5325,crisis,96830,1.1377722,0.37015566
4791,winners,96799,1.2482524,0.3814268
5433,sections,96756,1.1308401,0.39618564
5477,dam,96682,1.2819315,0.34113646
4789,albert,96630,1.1433512,0.37390095
5037,turkish,96617,1.140587,0.39598945
4382,spirit,96563,1.1511655,0.27382144
5426,interests,96493,1.2214634,0.38167593
4769,address,96463,1.2806369,0.33641824
3280,die,96374,1.2114892,0.30301186
4967,khan,96348,1.2238678,0.38094687
2559,looking,96273,1.059157,0.2914404
4786,causing,96266,1.1797547,0.4046871
5317,coal,96230,1.1915537,0.34558907
4286,humans,96219,1.0325174,0.37247488
5288,switzerland,96199,1.1472232,0.4215539
6971,links,96189,1.2223042,0.36950463
5577,describes,96179,1.0647628,0.43133113
3127,chapter,96172,1.2089614,0.2740216
5315,anniversary,96145,1.3863858,0.34424055
5273,wisconsin,96040,1.1442401,0.40008175
3823,seconds,95940,1.1559806,0.3290676
4787,walter,95901,1.0688845,0.38827676
5453,productions,95900,1.0873606,0.3981246
4780,briefly,95887,1.1020879,0.36280125
5200,objects,95876,1.1156232,0.3902115
2955,vocals,95875,1.1449752,0.36458322
5286,grounds,95850,1.2177583,0.31750074
4758,controlled,95777,1.1831179,0.36704704
5239,cabinet,95742,1.2472377,0.32975343
5675,formula,95579,1.3090637,0.31875944
5389,musicians,95533,1.1014842,0.41514993
4089,easily,95493,1.167446,0.35023776
5452,operate,95396,1.1313413,0.41909358
5451,ruled,95344,1.2546687,0.38183683
5196,arena,95329,1.1609237,0.33097336
5501,directors,95054,1.1762174,0.40973207
4062,driver,95054,1.1442484,0.32941476
3329,foot,95043,1.2079643,0.26771948
5434,courts,95036,1.2124201,0.3772318
5908,divisions,94990,1.1993028,0.405436
5779,membership,94905,1.2550529,0.35547644
5250,protein,94891,1.1545222,0.38111353
5485,rivers,94740,1.232549,0.361622
5219,session,94617,1.2348531,0.32808498
5538,borough,94537,1.2799474,0.3861098
2831,talk,94461,1.0700222,0.27718702
3849,seems,94445,1.0874614,0.37480932
5500,distributed,94440,1.1950951,0.3890425
4241,du,94367,1.2368284,0.32893473
4214,calling,94270,1.2120012,0.31253478
5350,goods,94219,1.2000409,0.34703064
5309,purchase,94150,1.2048979,0.36482462
3805,ahead,93975,1.2708225,0.29149532
6092,electoral,93947,1.3589123,0.37543866
3382,chance,93946,1.2046589,0.26334575
5233,wars,93898,1.2867556,0.3598193
4611,duty,93860,1.2635717,0.31310782
5636,ethnic,93837,1.185208,0.38703164
5114,gain,93813,1.1700573,0.34786144
4900,chose,93727,1.1224583,0.374758
5257,combination,93721,1.2308277,0.3243752
5590,expedition,93613,1.1590216,0.37777117
8027,legacy,93572,1.167414,0.37944296
3841,ben,93570,1.1178689,0.3133069
5531,concluded,93552,1.152644,0.4072058
5700,earliest,93476,1.1632601,0.39240792
5337,formal,93444,1.1027777,0.33961996
6704,controversy,93388,1.1800764,0.41262144
5647,residential,93191,1.1359433,0.39172003
4487,di,93182,1.1817358,0.28956667
5547,reduce,93141,1.0891527,0.4466428
4507,reality,93128,1.1820103,0.32013986
5175,survived,93116,1.2348021,0.35903654
5264,singapore,93057,1.1237565,0.40806723
5279,egypt,93035,1.1137801,0.40572563
6747,statistics,93022,1.2530634,0.37017074
5589,participate,93013,1.1146519,0.42799723
4923,credit,92965,1.3186414,0.30409664
4677,chain,92953,1.2638202,0.28699774
4668,reaction,92945,1.1872392,0.3466577
5360,affected,92924,1.1531286,0.38339123
5721,counties,92837,1.3371918,0.39613116
5612,kentucky,92787,1.1497314,0.41482583
5661,businesses,92699,1.1106113,0.43006012
5847,routes,92687,1.1853244,0.4168717
4832,stands,92630,1.1526102,0.34814194
5617,designs,92314,1.1498985,0.39386812
5025,actual,92205,1.1032702,0.3571087
5570,regularly,92197,1.1204917,0.39463422
5456,discovery,92189,1.1744689,0.34523445
4679,miller,92024,1.0268253,0.35644957
5381,persons,91892,1.1121954,0.40067223
6256,criticism,91864,1.177115,0.41686743
4871,images,91858,1.0628779,0.38922817
5635,poverty,91834,1.2944958,0.3895614
3178,hour,91769,1.2004448,0.2943555
5499,islamic,91713,1.2215935,0.3982075
4921,iv,91630,1.1876404,0.31482133
5715,commune,91628,1.3571612,0.34383318
5387,factor,91574,1.2388587,0.3258503
5476,decade,91573,1.2147856,0.38423896
4894,strike,91452,1.2548509,0.3116875
4670,dean,91356,1.172121,0.33409634
5663,commonwealth,91345,1.2943597,0.34709203
5154,folk,91332,1.1528044,0.32933044
5748,operates,91315,1.1309204,0.43382147
5383,contain,91162,1.102078,0.41640177
4734,rooms,91136,1.0730324,0.40434003
5402,cycle,91122,1.2870872,0.31909388
5445,degrees,91120,1.3253683,0.35603234
4766,brief,91043,1.1034346,0.31454822
5431,prix,91011,1.4508475,0.332063
5780,coastal,90977,1.1165965,0.41214874
4922,howard,90873,1.1112534,0.37721658
5151,outstanding,90871,1.1152879,0.37027493
4957,link,90832,1.1950599,0.29231256
5118,austria,90831,1.1857532,0.40507805
5633,recordings,90773,1.1531507,0.4166857
5260,leads,90680,1.200642,0.36714932
4718,fm,90622,1.2305485,0.35534135
4422,brian,90614,1.087464,0.3696772
5384,trophy,90612,1.2211194,0.34879664
5057,emergency,90447,1.2285602,0.35173497
5762,racial,90300,1.2831136,0.41025668
4606,plus,90277,1.1737603,0.28277138
3953,bottom,90255,1.1911281,0.3062531
5446,finance,90224,1.1781017,0.38689497
4013,pro,90185,1.2194865,0.27349
5853,reign,90175,1.2903396,0.35139808
3924,ones,90076,1.1865778,0.3118476
5277,diego,89927,1.1788607,0.39364523
5784,scholars,89901,1.124155,0.4311975
5167,items,89900,1.0706894,0.4034578
4855,selling,89898,1.2119472,0.3794308
5008,shooting,89876,1.1679835,0.33052337
5496,accused,89809,1.2874554,0.381846
5082,progress,89806,1.2588439,0.31879264
5425,capture,89763,1.1446162,0.38066542
5080,device,89736,1.0787859,0.38352758
4620,pictures,89721,1.0831939,0.35825193
5157,demand,89692,1.2505028,0.3361277
5216,row,89619,1.3183217,0.30767578
5229,injured,89609,1.1673613,0.37701765
5483,greece,89555,1.1483362,0.4267551
4152,gets,89513,1.0792421,0.38909277
4497,shop,89477,1.1094412,0.32092923
5564,meanwhile,89462,1.1492292,0.36432183
4500,opposite,89447,1.254901,0.29479885
4318,dry,89368,1.1983223,0.31256133
5230,underground,89353,1.1959602,0.33596164
5857,contributions,89331,1.2053249,0.4178077
4237,apart,89244,1.258075,0.2950325
5574,appeal,89180,1.3195635,0.34490648
5153,crossing,89118,1.2233317,0.3362058
5455,musician,89090,1.0459263,0.4248113
5375,assistance,89072,1.0867002,0.3844597
5820,moth,89030,1.3825573,0.343984
5876,factors,89005,1.2142347,0.3976129
6006,debuted,88934,1.2987984,0.409119
5571,charges,88928,1.2661614,0.3579525
6050,soundtrack,88910,1.2655462,0.3737357
5364,swiss,88904,1.1559384,0.3706345
5790,rating,88832,1.2519236,0.35879418
5415,universal,88796,1.1976433,0.34170637
6093,charts,88609,1.2644082,0.36075708
4589,orange,88602,1.175299,0.32076702
5608,owners,88563,1.1766464,0.39576533
4993,painted,88516,1.1458464,0.37888718
4439,driving,88481,1.1863866,0.33070147
4644,lane,88461,1.1618408,0.33453828
3520,sam,88374,1.0593753,0.2860389
5248,behavior,88322,1.1297321,0.39010206
5482,associate,88296,1.1919452,0.3558611
4752,faith,88284,1.1885172,0.3155981
5868,praised,88171,1.1514051,0.43713874
4732,elementary,88168,1.1172506,0.36070916
5711,stages,88159,1.2682039,0.37145466
5190,thousands,88145,1.24358,0.37123573
5441,maintain,88116,1.1260977,0.42134163
5781,medieval,88063,1.0874349,0.4064703
4824,understanding,88061,1.1736948,0.3501536
5183,ltd,88031,1.2276165,0.3557498
5885,premiered,87980,1.249784,0.40591183
5814,manufacturing,87784,1.0839657,0.41146973
28321,demographics,87714,1.5483056,0.49325496
5467,passengers,87615,1.1547928,0.39403942
4987,attached,87561,1.192623,0.34154817
5056,advantage,87528,1.2789812,0.34939152
5463,attend,87504,1.2283671,0.39511245
4899,landing,87451,1.2649219,0.32733497
4567,drawn,87396,1.3004967,0.33896098
5227,request,87388,1.1535558,0.36142945
5679,scheme,87316,1.2030939,0.34929785
5395,houston,87281,1.1102242,0.3969929
5491,documents,87258,1.0778152,0.40655118
5462,committed,87239,1.324065,0.35640603
4079,simon,87065,1.0731972,0.3342517
3881,drew,87051,1.1687526,0.31554657
5805,offensive,87009,1.2304204,0.36975196
5537,sequence,86927,1.1789595,0.3617559
4276,worth,86885,1.4087205,0.29228112
5837,rejected,86856,1.1289877,0.42542613
5597,mathematics,86855,1.1222229,0.38831383
5792,collaboration,86816,1.1914788,0.38995937
5600,defensive,86775,1.1919636,0.37550426
4926,accident,86694,1.1781788,0.34774694
4130,path,86691,1.1404604,0.3046031
2341,door,86671,1.0102978,0.27979735
5439,golf,86667,1.1956311,0.3425759
5365,hollywood,86558,1.1379521,0.3741285
4728,otherwise,86494,1.3268994,0.30663353
5424,arab,86449,1.251579,0.3721169
5801,diocese,86425,1.2850827,0.38157883
3435,fast,86393,1.174664,0.2564608
5664,distinct,86369,1.1435634,0.3914805
3753,headed,86340,1.1247785,0.35015103
5205,senator,86325,1.1275754,0.382432
4469,extra,86319,1.1856952,0.28982818
5688,contrast,86309,1.2873186,0.3606793
5303,wounded,86268,1.1626287,0.37325677
5836,represents,86235,1.2119629,0.3941183
2159,eyes,86169,1.0178399,0.27420542
4958,ep,86169,1.2208145,0.33154842
5427,insurance,86116,1.2081118,0.34881213
5761,measures,86026,1.2302071,0.36814675
5226,hamilton,85997,1.0622705,0.37961146
5543,economics,85940,1.1350349,0.4059405
4496,nor,85828,1.3505425,0.31574628
5221,biggest,85808,1.1478299,0.37955356
5186,extremely,85798,1.0279728,0.43731788
5827,credited,85793,1.3240469,0.37729508
5011,priest,85785,1.1323175,0.37505722
5682,purposes,85694,1.2532318,0.37882286
5579,classification,85677,1.2516503,0.3706969
3744,jean,85670,1.1239624,0.3613335
5541,creative,85573,1.1268727,0.37556162
5212,samuel,85514,1.081109,0.38778913
4743,bird,85511,1.1148838,0.32046074
2768,stood,85479,1.0468876,0.32839572
3371,minute,85408,1.105628,0.28312442
5368,responsibility,85406,1.2596642,0.35794127
5652,starred,85364,1.2022091,0.36565712
4862,ali,85327,1.1553905,0.34203866
5672,replace,85305,1.2556484,0.40080276
5569,czech,85302,1.1898865,0.40190542
4870,flowers,85201,1.1218704,0.3593148
6094,legislation,85195,1.1454742,0.4109706
5704,duties,85097,1.1894672,0.39103097
2812,mean,85085,1.191312,0.26444033
5338,charged,85056,1.3219256,0.36003107
5947,iowa,85029,1.1417053,0.4230503
6025,retained,84987,1.1702137,0.4006125
5591,damaged,84963,1.1370007,0.40178493
6095,ownership,84927,1.2185376,0.3725505
4760,showing,84892,1.165263,0.3550657
3899,dog,84868,1.0685062,0.2847332
6018,artistic,84862,1.1643244,0.39125392
4440,trip,84786,1.1976583,0.27730083
4257,flat,84786,1.2058917,0.28370723
5773,louisiana,84784,1.1476647,0.41731384
3236,caught,84765,1.1460197,0.33570176
5478,require,84759,1.1896702,0.4197429
5819,whilst,84722,1.2130953,0.38567033
5447,quebec,84721,1.2174275,0.38414466
5363,tries,84703,1.2583935,0.4051555
5728,afterwards,84640,1.1380254,0.37163827
5276,painter,84580,1.1655765,0.36876023
6217,popularity,84575,1.1402525,0.39729658
5646,determine,84575,1.1261795,0.42315772
5611,israeli,84526,1.1874267,0.3990852
5359,delivered,84518,1.1495277,0.3777415
4332,turns,84514,1.1852324,0.3553572
4441,jesus,84480,1.1802759,0.32748657
5535,ages,84475,1.3946904,0.35221767
4342,learned,84435,1.1822217,0.3409895
4825,restaurant,84435,1.0194665,0.38825855
5701,colony,84426,1.2010596,0.34849116
5695,danish,84425,1.1295569,0.38231528
5642,accompanied,84395,1.1889417,0.41223836
