index,word,count,vec_len,cos_avg
13198,jokes,12489,1.3427166,0.44138512
15368,ieee,12488,1.5275537,0.42486438
14148,checks,12486,1.4163212,0.42717943
10154,beard,12485,1.3487624,0.38622412
18543,cypriot,12485,1.5413728,0.44932556
12903,evelyn,12482,1.2516634,0.42681777
14721,oracle,12481,1.3758478,0.40540472
17356,narrated,12481,1.4439962,0.46054062
14871,neville,12477,1.416472,0.43412852
12542,trailing,12476,1.4010427,0.42945576
19165,electors,12474,1.6643199,0.43313482
17333,tipperary,12473,1.3604059,0.49361026
11895,shi,12471,1.3137754,0.36872154
17093,ambient,12464,1.4101975,0.455048
11748,val,12460,1.3111578,0.36018166
17132,cortex,12459,1.5659165,0.41543
16115,persona,12458,1.4169494,0.41488728
18628,kits,12457,1.5210054,0.422204
18723,sanitation,12457,1.4113556,0.46204048
13950,bust,12456,1.45113,0.35171038
17424,simultaneous,12450,1.3946011,0.46853518
16561,morality,12449,1.2809205,0.4689888
15527,mutant,12446,1.4640408,0.43164936
15797,mesa,12444,1.5039542,0.40963003
15159,schneider,12441,1.4075134,0.45324332
19125,armistice,12434,1.5342057,0.45399997
18549,instability,12433,1.3847915,0.49408448
12323,jade,12433,1.2967799,0.38436106
17245,indicator,12431,1.3816509,0.4472867
14324,bert,12430,1.4166429,0.44759318
18761,precinct,12430,1.5509069,0.431682
16938,guerrero,12429,1.397991,0.46765804
7752,sink,12428,1.3450743,0.3690415
18868,conversely,12426,1.3765986,0.49052027
17610,diplomacy,12425,1.409343,0.46472389
10311,cruel,12425,1.2261435,0.42802912
15429,mast,12423,1.4920554,0.36861306
17737,khz,12423,1.5156568,0.41708618
10000,raven,12422,1.2740906,0.3536559
16354,ascent,12419,1.3853179,0.42676437
18011,entrusted,12417,1.4221824,0.47116348
16077,covenant,12417,1.3901392,0.4011268
14042,marian,12416,1.4517416,0.42804843
15554,terrorists,12414,1.2787578,0.4973761
18191,viruses,12414,1.4427917,0.4672316
21941,mayors,12413,1.5509841,0.47525218
14646,nassau,12413,1.4461881,0.45425162
15511,marxist,12412,1.3882513,0.46982026
18649,chargers,12412,1.4479104,0.4959699
16146,aragon,12411,1.4847498,0.4606462
17449,belmont,12411,1.4282571,0.46128142
14246,gp,12406,1.4600915,0.37048033
12125,spark,12405,1.35875,0.38965595
17851,jamaican,12405,1.3819524,0.47872964
16027,coconut,12400,1.3605105,0.44800687
14598,bowie,12393,1.3915001,0.42307833
9548,darling,12393,1.2656705,0.35693905
19216,trams,12393,1.4408529,0.46496233
17779,lattice,12391,1.4125571,0.44394723
15358,bail,12390,1.4693418,0.373008
15986,mounting,12386,1.4662036,0.43899828
13987,penguin,12381,1.3653612,0.42915857
16141,quincy,12378,1.4465578,0.43188196
17987,certificates,12373,1.4310641,0.46964726
13878,abdomen,12373,1.3354356,0.46587157
9657,confident,12373,1.1708633,0.4391299
17065,uzbekistan,12372,1.4353124,0.48315477
5599,letting,12371,1.3068848,0.37075457
16792,sensory,12370,1.3872749,0.45932034
9069,exhausted,12370,1.2707943,0.41039312
8916,assured,12369,1.2844398,0.40698576
13287,giles,12366,1.3983724,0.43130156
17707,arising,12364,1.3265632,0.47174978
14720,leonardo,12364,1.3247426,0.4501143
16793,heidelberg,12364,1.4699972,0.47992522
11150,hatred,12361,1.2518549,0.45444387
18762,textiles,12360,1.317196,0.5026917
14086,lowe,12358,1.3495995,0.4335651
14414,halloween,12357,1.3585546,0.43897757
16234,warnings,12356,1.3527253,0.47413877
17544,yielded,12352,1.4425801,0.45707405
18017,processors,12351,1.3723658,0.4704752
15127,descending,12349,1.4234885,0.45086104
17068,overturned,12349,1.430051,0.46682727
16653,cents,12347,1.5307146,0.41556406
11862,scarlet,12344,1.3582764,0.39131927
18063,bohemian,12343,1.467899,0.4313341
5423,lip,12343,1.3212185,0.35250494
12492,illusion,12338,1.3357354,0.4084111
17161,paso,12338,1.6212119,0.42940858
10667,dig,12336,1.4461043,0.35386583
16432,textbook,12333,1.3435732,0.44434804
12018,visions,12329,1.2630949,0.44244233
16328,engraved,12329,1.4211831,0.4641354
17734,vogue,12327,1.4215683,0.40920162
18038,baseman,12326,1.5467879,0.40282363
17404,vaccine,12326,1.3951256,0.44452295
16825,elephants,12325,1.4135088,0.449918
15283,ambush,12324,1.3678693,0.4513555
17304,objections,12323,1.3893367,0.4859897
15453,gig,12318,1.4643362,0.38369527
17102,disciples,12318,1.3886808,0.47063655
18397,digitally,12318,1.478019,0.48064405
18739,upgrades,12317,1.345579,0.5136134
15243,weighing,12317,1.5294099,0.42942944
11225,dressing,12314,1.4152766,0.37844363
15412,stunt,12313,1.468061,0.401293
14675,clive,12308,1.4158472,0.42955586
15676,kaiser,12305,1.447411,0.4168913
19039,cinemas,12301,1.4537072,0.46090648
18288,analysts,12301,1.3582402,0.48965478
17821,charlton,12301,1.3995117,0.45019755
3611,dad,12300,1.0350474,0.33664086
13007,bud,12294,1.3890718,0.36684582
16129,html,12290,1.4857525,0.41307932
12745,folding,12288,1.400152,0.42722574
9979,embrace,12288,1.2585282,0.41333747
18287,termination,12287,1.4121861,0.46770772
17064,berth,12280,1.4724457,0.42289257
9378,wash,12276,1.2530141,0.3513207
9436,rid,12275,1.5121534,0.34682727
14843,billed,12272,1.4793825,0.44301555
17871,rhetoric,12270,1.3316078,0.4554427
18430,warwickshire,12268,1.3658894,0.51311684
16713,tenant,12266,1.5006337,0.43365946
18631,pomerania,12264,1.5753593,0.45202386
15961,hospitality,12260,1.3758092,0.4528711
12072,sting,12260,1.4228129,0.38219482
11142,shelf,12257,1.337455,0.38718933
12578,marty,12254,1.3299323,0.4227603
14582,canopy,12254,1.388813,0.43409818
22095,subdivisions,12253,1.4891067,0.4638236
4312,anyway,12251,1.1047671,0.31965733
18421,offences,12250,1.4497753,0.4699697
17136,jain,12248,1.5169796,0.43352702
16648,digits,12246,1.4353362,0.4333606
18179,confederacy,12245,1.4355407,0.44900447
18023,fortunes,12244,1.4323026,0.43820933
17006,supermarket,12243,1.3488462,0.4721992
17874,recycling,12241,1.3941752,0.45969388
19463,sevens,12240,1.5078784,0.41623843
16325,simpler,12239,1.3319494,0.47652805
15469,huang,12236,1.4304912,0.4752932
16296,headmaster,12235,1.3476872,0.46227318
14577,lawson,12235,1.24895,0.4245057
17141,petrol,12232,1.5242313,0.4339825
19144,noteworthy,12232,1.3165116,0.5023277
11829,bug,12229,1.3579763,0.34490964
16766,marseille,12225,1.3608052,0.4716642
16639,exits,12222,1.5087714,0.4620932
15681,forge,12212,1.4512633,0.39309782
17641,uae,12211,1.5025414,0.48028117
15046,deed,12209,1.5138689,0.38763776
18285,oldham,12209,1.3811891,0.46840787
18536,preserves,12208,1.5562506,0.46274298
20247,admissions,12207,1.4706008,0.44749665
9325,sunlight,12198,1.1980517,0.39660352
9105,catching,12198,1.3008575,0.40524098
16514,infectious,12195,1.4487277,0.45353973
11883,sympathy,12195,1.249558,0.42936322
14300,approve,12193,1.4020919,0.4603473
18944,dictatorship,12192,1.4006371,0.4856336
14658,gps,12191,1.3965027,0.40366253
17181,encoding,12190,1.5099001,0.45249543
10454,jill,12188,1.2385135,0.39353248
18949,incidence,12188,1.399611,0.45708087
17402,purchases,12188,1.4170432,0.48680148
18049,mariners,12186,1.4348985,0.46963972
17680,outlook,12186,1.428721,0.44185817
14098,moisture,12184,1.3226713,0.4535084
17827,annex,12180,1.4342763,0.4492415
19254,archaeologists,12180,1.4109818,0.4713095
18476,penal,12180,1.5285681,0.4199126
15259,koch,12175,1.6172915,0.42919427
16568,wii,12171,1.5301731,0.4335622
17607,impose,12170,1.4291247,0.45751265
18516,exploited,12168,1.5046374,0.4771757
18241,prosperous,12168,1.3316015,0.4999982
16743,dealers,12168,1.3719482,0.42930463
19191,equestrian,12168,1.5393724,0.4508238
13255,archie,12163,1.2921674,0.39872244
18853,resolutions,12162,1.4874487,0.45782673
18883,sunni,12161,1.5259602,0.45146418
11002,curtain,12161,1.3672789,0.38729712
16595,bern,12156,1.4404128,0.40764996
18330,shear,12154,1.5351788,0.40707847
17272,ravens,12150,1.467437,0.45190683
11679,leap,12150,1.3992538,0.3967467
18475,livery,12144,1.5655048,0.41212457
18668,shareholder,12140,1.4425321,0.4436579
14434,moody,12137,1.4090948,0.41818374
16808,moor,12136,1.4227268,0.39142174
19632,hinduism,12135,1.4233937,0.47377712
18102,illegitimate,12133,1.4104319,0.47539046
13621,arrange,12132,1.3267363,0.4554466
19480,convinces,12130,1.3379014,0.50502414
19153,hearings,12129,1.3787215,0.47896534
19505,orchestras,12128,1.452088,0.48310852
15874,flanked,12127,1.4417638,0.4576405
16364,huntington,12124,1.381586,0.44985044
18960,generalized,12117,1.3773526,0.49620867
14218,embraced,12116,1.3108989,0.46160805
16469,chandra,12116,1.4569135,0.45143005
14212,wolfe,12115,1.4155091,0.39805293
18147,psychedelic,12114,1.4143114,0.46782693
17535,consulted,12113,1.5155187,0.4604599
18556,settler,12113,1.3207821,0.44082054
17775,kensington,12111,1.4145325,0.46429834
17077,exceptionally,12111,1.3316572,0.49849644
18212,spanned,12110,1.5044603,0.482134
17547,prediction,12110,1.3877234,0.46469983
20272,prevalence,12108,1.3312461,0.47858226
17995,revive,12107,1.4058355,0.48322472
17049,fulton,12105,1.3938587,0.47594336
18044,potassium,12104,1.4533061,0.4593976
12803,sack,12103,1.4544437,0.3893473
17408,playhouse,12102,1.495051,0.44379824
12337,lucia,12101,1.3328451,0.41257676
14669,guiding,12101,1.3677171,0.44222394
14809,pillar,12100,1.3828096,0.41644147
16873,committing,12098,1.4924041,0.46527123
17876,elongated,12094,1.3832772,0.4924621
17777,hymns,12094,1.4442884,0.47335133
15802,accord,12091,1.5238426,0.38077688
16933,rotary,12088,1.4667932,0.43391177
17647,vishnu,12085,1.4176401,0.47119603
17138,cannons,12084,1.3990083,0.4696417
17833,fairfax,12084,1.4592324,0.46121776
18670,algae,12082,1.4460092,0.45391944
17700,planetary,12081,1.3812553,0.4605648
16290,ambition,12079,1.3132871,0.46815044
16111,ants,12078,1.4862089,0.4376507
12591,erupted,12075,1.3247583,0.44261098
17942,requesting,12074,1.4067158,0.49444133
14915,geoff,12072,1.4358888,0.45488822
11345,pie,12069,1.3585527,0.35760665
17094,bahamas,12064,1.5063208,0.47393042
11277,ghosts,12058,1.2281152,0.43190524
15616,deeds,12058,1.424206,0.42330167
17582,frogs,12057,1.3679247,0.47319564
15804,relieve,12057,1.4237653,0.4320297
16855,xvi,12057,1.4527302,0.43041438
18271,liberties,12054,1.5180621,0.4228477
16690,cascade,12053,1.3693446,0.43150377
14970,announce,12051,1.405626,0.4733395
14231,colorful,12050,1.2374301,0.47274584
16481,proves,12050,1.4751999,0.4771336
14719,mir,12048,1.4819269,0.36376336
17200,theologian,12046,1.3775882,0.50700164
17038,grenade,12044,1.416624,0.44093814
15133,panther,12043,1.3827573,0.42488638
17881,databases,12035,1.4115107,0.48406556
20818,depictions,12035,1.3402355,0.5087374
17797,cornish,12034,1.4292213,0.45786998
17879,profiles,12026,1.3569881,0.46533674
4931,hey,12024,1.1653451,0.3423185
16434,cinematography,12024,1.4304352,0.47599614
13682,angus,12020,1.3294713,0.4095335
19600,isil,12020,1.5400442,0.4508078
19016,murals,12019,1.3702499,0.48308086
17744,carriages,12018,1.3840799,0.47424337
19211,nouns,12017,1.4284506,0.45380753
11695,daylight,12013,1.3694394,0.38054207
16122,gala,12013,1.4212021,0.39290226
16099,porsche,12010,1.4003819,0.43245453
17769,waterford,12008,1.4088167,0.48767987
14873,upwards,12008,1.3737303,0.44048625
12413,dalton,12005,1.30154,0.37411755
17591,rwanda,12005,1.490169,0.4691361
11084,charm,12003,1.339291,0.36928943
18419,defects,12001,1.4470984,0.4663871
17669,radioactive,11999,1.4229301,0.46745172
19670,lobbying,11999,1.4413675,0.48764426
10147,ji,11998,1.3796241,0.38029712
15528,freddie,11998,1.4074608,0.43884808
17717,pomeranian,11997,1.5931866,0.4529901
11265,ne,11991,1.2749412,0.33006033
18636,problematic,11991,1.2921708,0.5006383
18407,icons,11990,1.4069498,0.46214408
19365,barony,11989,1.4890729,0.43133944
16063,paddy,11989,1.4497279,0.416497
18854,potomac,11989,1.4138587,0.4633642
18893,orioles,11988,1.3945516,0.48331833
15346,hubert,11987,1.405339,0.48594126
20458,unbeaten,11985,1.5835595,0.4621598
15519,nickel,11981,1.4585615,0.42740136
18347,ahl,11980,1.6363949,0.43995014
18004,mauritius,11978,1.4473877,0.48885402
19057,chloride,11978,1.3604888,0.4670352
17741,mcmahon,11976,1.3798764,0.44019285
16620,compressed,11970,1.423039,0.46398598
18895,doncaster,11970,1.3518106,0.5032264
18058,delivers,11970,1.3907226,0.48271823
9577,insane,11969,1.224223,0.40917996
8560,spine,11966,1.3470695,0.38571185
15842,raleigh,11966,1.3420591,0.44153708
16114,justify,11966,1.4693196,0.4519099
18675,invites,11963,1.3828881,0.48404655
17393,parole,11961,1.5033126,0.44058767
15746,nichols,11960,1.2824353,0.4545481
17189,imam,11960,1.501264,0.46171048
16373,rainy,11959,1.3994007,0.45733485
15450,lizard,11955,1.3900008,0.4317622
18779,amounted,11955,1.4435421,0.43710068
16602,browser,11953,1.3702655,0.42708024
11834,chat,11950,1.3973764,0.37582096
18730,economies,11949,1.4896294,0.46377584
15595,pauline,11944,1.4241999,0.43392327
15063,deliberate,11944,1.3875355,0.44350728
15247,saunders,11942,1.3161322,0.4590893
16509,nissan,11942,1.4308894,0.43958512
15856,pumps,11941,1.4681641,0.45670405
17715,mapped,11938,1.4537824,0.4592939
18607,rutgers,11938,1.3091501,0.4866593
18583,pneumonia,11937,1.3732128,0.46328112
18257,aquarium,11937,1.43986,0.43179223
12668,sticks,11935,1.3651605,0.41925767
16421,birch,11931,1.433921,0.45016205
17979,preaching,11931,1.4569302,0.47153628
12480,apology,11930,1.3433591,0.4318109
16143,containers,11928,1.33672,0.47938722
18763,cheltenham,11927,1.465295,0.48502433
18203,grange,11924,1.5015016,0.43375272
18354,sarajevo,11923,1.4680363,0.49357224
17172,wooded,11923,1.3277904,0.48701826
18701,contamination,11923,1.3354766,0.47291204
16638,aft,11918,1.6360189,0.42144755
14209,disqualified,11917,1.4466596,0.45776197
18974,contention,11916,1.4410287,0.44412836
16243,emil,11913,1.408623,0.47434637
17401,oceans,11913,1.4807639,0.4556458
16749,artery,11911,1.4082396,0.43231022
9448,gavin,11911,1.1157124,0.37978983
17900,rhythms,11909,1.3671584,0.4817148
13275,raises,11908,1.3407462,0.45836076
14307,ballroom,11907,1.3181409,0.44810328
10209,kicking,11906,1.4132035,0.41338903
15158,mao,11906,1.5232942,0.41060403
18562,canonical,11903,1.4608437,0.467205
17557,riga,11903,1.5932285,0.45514816
17276,ghetto,11900,1.4306842,0.44919133
19596,convened,11900,1.3609786,0.49206525
17204,unmarried,11898,1.4478121,0.46990216
18121,fuscous,11898,1.3328604,0.43626988
16915,disturbance,11898,1.341407,0.46365616
7592,hello,11890,1.2508909,0.36441624
11382,ki,11889,1.2303019,0.34416085
4065,shoulders,11888,1.193075,0.3570447
11389,teddy,11888,1.2752572,0.36787048
17128,accidental,11887,1.3908852,0.4592505
12815,wendy,11877,1.2503517,0.43151897
17564,alloy,11877,1.3988343,0.445876
18276,transporting,11877,1.3831913,0.49262106
14104,ninja,11876,1.3696669,0.42298827
14248,punished,11873,1.3143224,0.47210345
16642,lyons,11869,1.3780324,0.4654231
8742,sensation,11869,1.2519784,0.37506494
17782,polymer,11868,1.3649616,0.43457758
14559,kathleen,11865,1.3125832,0.45008522
18951,rainforest,11864,1.374739,0.45044208
18039,liberia,11863,1.5052273,0.4663473
15212,banana,11863,1.3657662,0.42740017
19223,revolves,11862,1.4343457,0.40392113
12986,wyatt,11862,1.2387491,0.4005619
17663,vitamin,11859,1.5661296,0.40942204
12383,thief,11858,1.3039154,0.43154287
16237,wilkinson,11858,1.3519607,0.4627327
17008,photographers,11857,1.4223263,0.46088156
18111,niche,11854,1.455173,0.41478056
18002,susceptible,11853,1.3416222,0.47947073
19256,authorised,11850,1.5474783,0.47458553
16104,stony,11849,1.4230527,0.4449175
10228,ton,11847,1.4891963,0.34904182
18134,penguins,11843,1.4837832,0.45510703
14046,caution,11840,1.4293104,0.38673034
20387,emigration,11840,1.440237,0.47437537
20557,meteorological,11838,1.4907126,0.4598913
20543,lawsuits,11838,1.3650006,0.48206896
15673,plaster,11838,1.4418015,0.4236225
17280,vicente,11836,1.4480832,0.49140975
19705,ceded,11835,1.355704,0.49059263
19867,justices,11833,1.4798442,0.4741281
13534,mistaken,11832,1.5307239,0.4043707
14574,slaughter,11832,1.3098137,0.4246398
19278,receivers,11831,1.4473664,0.44105396
14664,baxter,11830,1.2819713,0.4288166
11754,slim,11830,1.4096024,0.36941585
17154,canary,11830,1.5060978,0.4207286
14780,importantly,11828,1.3205671,0.4174879
13052,italia,11827,1.4905843,0.44460374
15767,intensified,11821,1.2871174,0.48503885
19592,protestants,11820,1.4302472,0.49647844
17550,vhs,11820,1.4522741,0.44218984
18084,entrances,11817,1.427041,0.4846183
18604,labrador,11817,1.5544871,0.44262388
17498,punjabi,11813,1.4294338,0.47156972
18104,strasbourg,11812,1.4164011,0.5008498
21045,odi,11810,1.6009628,0.44066098
18169,laguna,11809,1.5154173,0.46028197
14926,gerry,11807,1.4067405,0.4203336
11848,toilet,11807,1.3936998,0.38812277
14291,cube,11805,1.3607002,0.40516266
17337,stationary,11802,1.4028374,0.44839936
16732,osborne,11801,1.4121574,0.45904413
15262,ada,11798,1.4512769,0.37400317
17027,vijay,11797,1.4384422,0.4668089
18984,vertices,11795,1.4117819,0.46143472
17211,humour,11793,1.4210742,0.44103715
14017,sol,11793,1.3871908,0.3496021
15287,nude,11789,1.4018601,0.43024057
17539,enclosure,11788,1.3702973,0.44647142
19601,facilitated,11787,1.361061,0.5135342
17193,searches,11786,1.3892543,0.4837321
14865,plea,11786,1.4822367,0.4139359
18416,rink,11785,1.5195243,0.43062934
24465,managerial,11784,1.4331826,0.49809974
14684,chu,11784,1.3902733,0.37314606
18361,utrecht,11781,1.4219612,0.4894828
16760,crossroads,11776,1.4601113,0.44085452
18844,quaker,11775,1.4447119,0.45962098
15829,petals,11774,1.4095479,0.43994316
17992,pilgrims,11774,1.3697523,0.4763948
19090,denote,11773,1.412688,0.47735205
18593,interdisciplinary,11771,1.375702,0.5026751
19749,purdue,11769,1.3844945,0.47589678
20185,averages,11768,1.5386816,0.46490917
22899,memorials,11767,1.3828169,0.48836046
15351,vine,11766,1.4603875,0.41755772
11703,dec,11765,1.3750925,0.3559347
16680,gaps,11763,1.4389414,0.45727178
17882,domination,11763,1.3966925,0.4526741
16393,pledge,11760,1.376884,0.41939947
16543,hussein,11759,1.4576339,0.47439098
12723,torch,11757,1.376946,0.3733862
17689,statesman,11756,1.4363058,0.4640756
16818,insists,11750,1.3642358,0.48718762
18600,separates,11749,1.4094714,0.4679049
19541,differed,11748,1.4859842,0.46626097
20333,iucn,11747,1.7147281,0.39133906
19246,liturgical,11744,1.4463364,0.46684211
18713,mixtape,11739,1.4416022,0.44597045
17918,charting,11739,1.4412192,0.4728688
18448,anarchist,11736,1.3655419,0.4680993
19209,impacted,11736,1.4742049,0.47496337
15055,compelled,11735,1.3208383,0.47163212
19462,colliery,11735,1.4169492,0.45366246
18185,disagreement,11735,1.3454031,0.5008031
17090,mackay,11734,1.4270681,0.45303798
16081,suppress,11731,1.334427,0.45699856
18642,dependence,11730,1.4611946,0.4612794
7244,touching,11729,1.2093054,0.38111115
17159,deleted,11727,1.5064971,0.45187923
19207,automobiles,11726,1.409691,0.49349195
18563,maltese,11723,1.4989749,0.44108623
12784,frankie,11721,1.2880611,0.40473628
19141,illustrate,11718,1.4407448,0.4809299
18873,piedmont,11715,1.4582645,0.45294607
11503,cam,11713,1.2863612,0.33877456
16501,universidad,11712,1.5704523,0.4334873
18077,exploit,11712,1.4324793,0.45033613
17736,filters,11709,1.4012893,0.47314164
18439,cerebral,11707,1.4570466,0.44703922
17568,assumptions,11707,1.3921379,0.47126618
17430,penned,11696,1.4242196,0.46712157
13378,sylvia,11695,1.3202152,0.41144624
18930,jays,11693,1.61503,0.43491244
19576,fumble,11691,1.5097044,0.44075802
16546,cooke,11688,1.3623267,0.43678334
13870,nikolai,11685,1.2886176,0.44833732
9981,jealous,11685,1.2878746,0.41132247
19268,woodlands,11683,1.4233456,0.47782862
11282,dominic,11671,1.3056326,0.3996288
16924,manipulation,11667,1.3444723,0.4716476
14641,rupert,11667,1.4050999,0.42619702
19229,criterion,11666,1.4905053,0.45557258
16273,davenport,11665,1.3142116,0.45364076
10335,ribs,11664,1.3207217,0.4241474
19550,runoff,11663,1.5346417,0.44432852
18797,cylindrical,11659,1.3522584,0.5185249
18086,marketplace,11657,1.4090852,0.46792898
10966,velvet,11657,1.3301417,0.4034605
18205,spurs,11656,1.5756123,0.45318416
19388,interventions,11654,1.3889452,0.4815606
19572,knighted,11654,1.549242,0.46921986
14182,reddish,11652,1.2323012,0.47668397
19671,sediment,11652,1.3905803,0.47681555
16522,jew,11651,1.4716219,0.43170527
13489,viktor,11650,1.3365474,0.42857742
17739,selecting,11644,1.414568,0.49834484
20476,sediments,11638,1.3302003,0.5076064
15456,harding,11637,1.3520497,0.43744177
21984,rower,11629,1.5090297,0.4520465
19019,vectors,11629,1.3676263,0.47337216
29291,philanthropy,11628,1.4653928,0.49134275
19799,monarchs,11627,1.4623263,0.47208798
17714,chrysler,11623,1.3556178,0.4650742
17790,cavity,11622,1.4142936,0.4513846
19396,recession,11622,1.4635675,0.45472574
18726,apps,11621,1.395686,0.4554083
17574,remixed,11616,1.4138997,0.4858108
18267,demos,11615,1.46678,0.43180642
15132,smash,11614,1.3850752,0.42910844
19715,huddersfield,11610,1.3720475,0.50103724
19812,churchyard,11610,1.3985044,0.4590109
16024,handles,11610,1.4199518,0.45251244
17912,voluntarily,11608,1.3836973,0.48426014
17826,analytical,11606,1.3618432,0.48373318
18799,roadway,11605,1.316836,0.47503206
15902,meaningful,11600,1.3562322,0.4732401
13983,sergio,11600,1.3306948,0.4637197
4067,thank,11599,1.3762305,0.3322949
15932,loops,11598,1.4065808,0.46346802
14749,marilyn,11596,1.4103824,0.42181522
17368,cpu,11596,1.3867261,0.43988279
17588,grains,11595,1.4368339,0.46533167
16351,gb,11593,1.542713,0.423255
19257,marshes,11593,1.3759385,0.47236824
19441,densely,11592,1.4796832,0.48117152
18888,deficiency,11591,1.4207819,0.44070986
18309,convex,11588,1.4229242,0.47393385
19694,consonants,11588,1.3888621,0.45070332
17608,tsar,11586,1.5159413,0.4399911
11339,nautical,11585,1.5220643,0.3971224
14361,antique,11584,1.3129781,0.43397418
17354,cornelius,11583,1.4521056,0.45747128
13962,brennan,11581,1.2433863,0.41217062
14939,seller,11581,1.4564188,0.42178038
20986,ambassadors,11578,1.4934449,0.47751892
18785,staple,11578,1.5068827,0.4373848
17347,invaders,11577,1.3971509,0.4779497
9606,melissa,11575,1.1786376,0.39444384
17041,counseling,11575,1.3890291,0.46537173
18137,malawi,11575,1.4770958,0.47605637
18889,hertfordshire,11575,1.411268,0.50982255
16894,karate,11574,1.4670469,0.442152
18725,intercontinental,11572,1.5809637,0.4543858
14981,dots,11568,1.4069307,0.4208728
18457,undertaking,11568,1.4614567,0.4737368
18346,versailles,11566,1.4304609,0.4726926
17743,masterpiece,11566,1.3321942,0.4566902
16838,assistants,11562,1.3792858,0.47469178
20181,modernization,11560,1.4471229,0.4989721
19232,libyan,11557,1.4398559,0.48623443
14554,gale,11556,1.4902539,0.3777379
17596,tablets,11554,1.4420515,0.45240667
14744,fry,11550,1.5043315,0.37329248
18336,baptism,11546,1.4844152,0.41349003
16270,ign,11545,1.4636223,0.38702756
18456,ballads,11544,1.4113275,0.48769537
17379,antagonist,11540,1.354645,0.45151126
19283,prevailing,11540,1.4543922,0.45388496
10509,react,11539,1.2651806,0.42581165
10337,martinez,11539,1.1925687,0.45170596
18970,spherical,11537,1.3722105,0.4920342
16800,whitish,11534,1.2596974,0.47910666
17202,compose,11533,1.3754125,0.45821902
18653,arises,11533,1.3461342,0.48214906
17761,lumpur,11532,1.4808662,0.33756104
15478,curry,11532,1.4005307,0.40912443
19514,asserts,11532,1.3326054,0.50926006
18916,drains,11532,1.5473002,0.4568374
11055,drained,11530,1.4197909,0.42997032
16096,ida,11528,1.5467776,0.4360722
10726,limbs,11527,1.2689526,0.4451769
17218,myths,11525,1.3486977,0.47522932
17209,toulouse,11524,1.394633,0.48655534
17684,chiang,11523,1.5893453,0.43274558
14654,sharma,11521,1.4568858,0.4385753
15134,sedan,11520,1.3329794,0.43726856
18784,raided,11517,1.4487522,0.47600916
12788,winding,11516,1.4049287,0.42266664
9152,ni,11515,1.2412522,0.3257462
18841,textbooks,11512,1.3803731,0.47687155
9340,evan,11508,1.2291269,0.36264607
18264,lakers,11504,1.4089798,0.4806429
15579,infinity,11501,1.4820318,0.4205929
15585,olga,11501,1.3569602,0.49021783
19537,denoted,11501,1.445278,0.4627368
19657,unpopular,11497,1.4259008,0.4771028
18047,sperm,11495,1.5344284,0.42596886
11642,sandwich,11495,1.3307148,0.4059928
18119,centimeters,11494,1.5212764,0.4436604
18299,bordering,11493,1.4693477,0.4667123
16931,rift,11487,1.442644,0.4174572
18398,projecting,11487,1.4236242,0.45977828
19639,analogous,11483,1.4097615,0.4982785
16955,nicholson,11475,1.3133907,0.4687963
17760,hazardous,11475,1.38656,0.46698174
13234,eliza,11472,1.2714694,0.40466624
17698,buffer,11471,1.4564251,0.42677248
19727,benefited,11471,1.450313,0.47112295
11030,neal,11470,1.3511577,0.40413624
14771,packet,11469,1.3429837,0.42465693
19064,coefficient,11469,1.5272112,0.44745165
19518,modelling,11467,1.4382004,0.46419176
14375,dexter,11464,1.3499876,0.38333523
18955,oceanic,11462,1.5553167,0.46284163
20219,formulation,11460,1.3340648,0.48588416
19220,stimulus,11457,1.4318467,0.44083345
19322,shropshire,11454,1.463189,0.50005513
20151,populous,11454,1.3300256,0.44763193
17478,tucson,11452,1.3534912,0.4727261
14994,hears,11451,1.5007442,0.43408856
13607,underworld,11447,1.3517201,0.40898448
13932,sunrise,11446,1.3570828,0.42540443
20453,silesian,11445,1.5860736,0.48036522
15685,rooted,11443,1.4727398,0.4128671
15652,rodgers,11442,1.3845524,0.43539473
15742,bunker,11439,1.3586217,0.41836855
13957,spears,11438,1.3476481,0.44243357
20401,proponents,11438,1.3452319,0.50606227
17618,pulitzer,11435,1.5744027,0.39366528
19807,fia,11434,1.5816061,0.4127644
15769,enrique,11433,1.3765938,0.46635962
14265,corporal,11432,1.3459302,0.42825976
21925,wta,11431,1.5634264,0.45620728
18568,avid,11430,1.4431899,0.4444633
16049,cyril,11430,1.5052673,0.46108603
17818,hanged,11429,1.427225,0.46457702
19017,galicia,11427,1.497094,0.49236438
20079,panchayat,11427,1.5909623,0.40795794
18564,fins,11427,1.5413655,0.4429326
17855,mongolian,11427,1.4404011,0.4622228
14091,concealed,11423,1.3710742,0.45365298
20050,feminism,11421,1.4368364,0.48818532
14812,handbook,11420,1.3581125,0.43841615
9801,mortal,11419,1.2889239,0.38529783
11043,backwards,11419,1.3427646,0.38690495
14472,grandparents,11414,1.3467354,0.45309263
12849,ko,11414,1.1148789,0.34413934
15298,definite,11413,1.3978921,0.4260746
7324,knock,11413,1.3268198,0.37260243
19111,crete,11413,1.4274158,0.4696843
17785,monitored,11410,1.3357714,0.4854696
18693,guangzhou,11409,1.440596,0.4969884
16829,fulfilled,11407,1.380763,0.46529898
13310,tires,11406,1.4494908,0.4088283
19247,specials,11406,1.4057477,0.4639615
22589,halftime,11404,1.6781777,0.43922663
19806,deposition,11404,1.5086513,0.4520414
